rise_region_similarity
8.514312505722045898e-01
8.803001642227172852e-01
9.405232071876525879e-01
9.093311429023742676e-01
9.040762782096862793e-01
8.039518594741821289e-01
9.183584451675415039e-01
8.710293769836425781e-01
9.496930837631225586e-01
8.601693511009216309e-01
9.086353778839111328e-01
9.167969226837158203e-01
8.678860664367675781e-01
8.825535178184509277e-01
9.007741808891296387e-01
8.787757754325866699e-01
8.924221992492675781e-01
8.619247078895568848e-01
7.748240828514099121e-01
8.893677592277526855e-01
8.180672526359558105e-01
9.057432413101196289e-01
9.245876073837280273e-01
9.222787618637084961e-01
8.669075369834899902e-01
9.553935527801513672e-01
8.403918743133544922e-01
7.387239933013916016e-01
9.102611541748046875e-01
9.104129076004028320e-01
8.979501724243164062e-01
7.831110358238220215e-01
9.057694673538208008e-01
9.364619851112365723e-01
9.045996069908142090e-01
9.278923273086547852e-01
8.997983932495117188e-01
8.962606191635131836e-01
8.897706270217895508e-01
8.419432640075683594e-01
9.247168302536010742e-01
9.427546858787536621e-01
9.088397026062011719e-01
8.700703382492065430e-01
9.486883878707885742e-01
9.136958122253417969e-01
8.751852512359619141e-01
8.884783983230590820e-01
8.227765560150146484e-01
8.552101850509643555e-01
8.784108161926269531e-01
8.420433998107910156e-01
8.861238360404968262e-01
8.882455825805664062e-01
8.465257883071899414e-01
9.034054279327392578e-01
9.185529947280883789e-01
9.159504175186157227e-01
7.875996828079223633e-01
9.425981044769287109e-01
8.932434320449829102e-01
9.281159639358520508e-01
8.228003978729248047e-01
8.800873756408691406e-01
8.950310349464416504e-01
9.422796964645385742e-01
9.095479249954223633e-01
8.494416475296020508e-01
8.190267682075500488e-01
9.011945128440856934e-01
9.384367465972900391e-01
9.249594211578369141e-01
8.827006220817565918e-01
9.312376976013183594e-01
9.045983552932739258e-01
8.491671085357666016e-01
7.787449359893798828e-01
9.277362227439880371e-01
9.488282203674316406e-01
8.652977943420410156e-01
9.318622946739196777e-01
8.705102205276489258e-01
8.424880504608154297e-01
8.560975790023803711e-01
8.513414859771728516e-01
8.746252059936523438e-01
8.501868247985839844e-01
9.139316082000732422e-01
9.019903540611267090e-01
8.175852298736572266e-01
8.755406737327575684e-01
9.499074220657348633e-01
8.687030673027038574e-01
8.062283992767333984e-01
8.416752815246582031e-01
8.411151766777038574e-01
9.699300527572631836e-01
7.960970401763916016e-01
8.551963567733764648e-01
8.526349067687988281e-01
