sim,Vanilla Grad,IG-zero,SmoothGrad,ExpGrad,IDG,Blur-IG,Guided IG,KLIG-Adaptive,KL-IG (linear),KL-IG²,KL-IG² (adaptive)
0.3496234643181096,0.005171890623741609,0.006080007144923866,0.010284844556531787,0.007723521270854296,0.004474148724494607,0.010141941235520351,0.0073667949433065035,0.011286124935217044,0.01094465381996757,0.006325018379424043,0.007073317246522756
0.3028724359584778,0.02438555914118578,0.023863928209802335,0.01831041734438855,0.02192860272821903,0.02440135244682585,0.020058113130662022,0.02092284662357632,0.02040298788576922,0.021222182160160627,0.023736634802113375,0.023000792637868504
0.2581006082339569,0.013106875012611215,0.01184038758504711,0.013758653388661491,0.012084495869436924,0.012223051887223625,0.016597949529227638,0.012106806041392594,0.017231357448553232,0.014117180100636182,0.014443271281507793,0.01486867089011567
0.21328950274465105,0.00789435469897335,0.008110180065659837,0.011643633695462096,0.011536751214802382,0.008342132547936199,0.011936230713528138,0.009791741968769868,0.013654052389714552,0.014741187893569095,0.009801627400411201,0.009863405058677985
0.6188144348247552,0.012284448124950121,0.013087302415803312,0.01929699370759728,0.016854930574268696,0.012376488143218069,0.022301347486241213,0.01594242832072737,0.019802632515307544,0.020571841455791953,0.01890744554711215,0.0198333544115434
0.5763921849986543,0.01571007937688447,0.017271522959356973,0.015485079407766049,0.01507984845519583,0.01683514447621561,0.01837583514916135,0.016163356094851415,0.014831929622993756,0.016134469187150773,0.01461629781177853,0.014336004164296132
0.08067460272108572,0.008495386907297208,0.008426591066263006,0.006867308510211875,0.00879868544254753,0.008572610523955426,0.0082355535315361,0.007169635580291379,0.008667750291602425,0.008041694717468025,0.008851021168342204,0.008365994671656007
0.22825591475025217,0.012195142766236157,0.0177693043117177,0.01565860620222679,0.01639620810437249,0.016237723970897063,0.018882431961915587,0.01576619435240139,0.01896766742250802,0.019083172292678734,0.012815583627008659,0.0162260910633729
0.18100158090208632,0.005924935273597336,0.011386237919701989,0.009583175596198864,0.009828081473201586,0.008107883984987642,0.022659255235274685,0.014219481878340122,0.01680688943876977,0.015488012117894714,0.010981922499901944,0.010287670518188283
0.09724585075343017,0.005285091959523788,0.006245646992037486,0.008799667955490722,0.007138944422726761,0.004616713626038699,0.008688233616173274,0.0075753485449271876,0.009272517877321158,0.009100469890991388,0.007794383292393113,0.007184111609908512
0.5289744006233742,0.01545982575126974,0.016423455395521463,0.021579417672917697,0.01921819924769632,0.014692878540259057,0.01558546894082555,0.019270550689186507,0.021484960696816914,0.02271062646900147,0.018241521412588786,0.019630351945018335
0.38021525615684987,0.012373495748261722,0.01055129825406808,0.008884741934515238,0.009437051573913051,0.011613302873201696,0.010990628617158769,0.009782240285793107,0.0099801143333903,0.00843791796487302,0.013063902805224457,0.013904399450191354
0.13257065006140512,0.012060865869305928,0.015658458367544623,0.02460646499423526,0.017984309519510046,0.00995122214113378,0.017249305747763382,0.01824131950457699,0.02502561595552927,0.02456477615773116,0.016140958546473586,0.01657685843045512
0.31461582170394603,0.018760472687146743,0.019826865064194524,0.019571820135536953,0.018867502525820184,0.019576329136586936,0.01886657507431334,0.020065478459671816,0.019876956747636565,0.0204120948162583,0.019038535035431254,0.020281196446497764
0.2553742239988092,0.021269086145556445,0.027626928524410586,0.020611717635678362,0.02502881536143885,0.027588436325121264,0.02938843897421328,0.02283905643615261,0.027218768708765825,0.02504663464008988,0.021203467250432248,0.01964274339959763
0.49778308296736107,0.018182948217659135,0.017962352037248937,0.018301769609040515,0.01867076132147927,0.01973655969411625,0.021667865805827812,0.022100004755337365,0.022606616807034238,0.023260579546095294,0.020034230952859135,0.019422841233242113
0.3971271846363543,0.020083914118059678,0.020239032399606265,0.020648287126887332,0.0202019163134932,0.019140953649399373,0.01870307720895264,0.019362058258296316,0.02176378084197209,0.02191481638430846,0.019417296390829866,0.019669051468056982
0.5968514868263315,0.013259343023369504,0.013324976980096518,0.01901527530550442,0.017291539129131752,0.011835167648135242,0.018138589628991723,0.016322404474520817,0.02337996866897356,0.019522656935058592,0.01569318564783999,0.01835840420023574
0.4519613402882313,0.013559395957885021,0.01256060929997735,0.03171380891509098,0.012770440199665164,0.008584405592204778,0.031000607123204443,0.015590352226217427,0.01525021568789035,0.022366716421356878,0.018606501577154686,0.015104180134569763
0.4790000713985046,0.030797573961709603,0.030670590069795,0.01913092458323114,0.02955521417456678,0.032237993371983666,0.024257799527193095,0.0229276804520097,0.03047826132063704,0.027553358682180933,0.019165978242710945,0.023574476283015795
0.4356245622206107,0.01213837069125246,0.017447916311786316,0.02413273593611131,0.020893041051036735,0.014917462807702666,0.02363931890359421,0.017550948757616067,0.026167293537253028,0.028977772202883223,0.01895248598911909,0.017113010823797684
0.758639004146186,0.017097284157378406,0.017347382502570098,0.016905376514254535,0.01865142096398274,0.01777038573238356,0.018370450257588666,0.022248216401607568,0.01664385464426213,0.01805392942788108,0.01788897774558055,0.01788489059928211
0.47852340327825926,0.02376065901780749,0.022391189133087797,0.04305408117747311,0.029590691961469004,0.020459032639021366,0.03451916692430166,0.027373124520860388,0.0354549322136312,0.03618823502793469,0.030022284020986088,0.028802932535349858
0.6105113636722608,0.012153043465029973,0.014717364154243181,0.014416979579369372,0.014674305461501499,0.015189398615141396,0.02472216672992686,0.013848369517893575,0.017596197079723395,0.016323636828686428,0.009694863066636762,0.01125507708485421
0.5150435878546733,0.01221273961010506,0.012542788914976032,0.016323285951906914,0.0166178437788596,0.011487512006831404,0.020059905589923748,0.016043795378520496,0.019642730426787824,0.01877989207910544,0.021143544442624472,0.02019755925371655
0.08501762216606033,0.012896255608913058,0.013601659921645309,0.03207175285545045,0.02060872778125,0.012183419411620695,0.03257988343633646,0.022316388481998045,0.029628888202762615,0.029780557166025436,0.022744814207115827,0.024017275730381843
0.17807195135924211,0.006340500340171038,0.00447803836175405,0.008360002774928188,0.004395615069511285,0.0030182028237989425,0.007642064848659789,0.005345482622370642,0.006691260289873618,0.005427465647492794,0.010509960003498527,0.007929892180056032
0.7615964884094849,0.01306337991607975,0.012614177858676467,0.018421681768336348,0.013650916206112824,0.011440365731780172,0.014620937789821724,0.013561624450975498,0.014777872469632521,0.016953678033197802,0.017253056725056844,0.018428803584054694
0.7995311796169071,0.014593469424033384,0.014488868111297635,0.018730020552342252,0.018037703908933007,0.01242623417833512,0.017944478123171466,0.01892708971509758,0.02240844683129715,0.019781010316795005,0.01949667924184466,0.0205939774001979
0.2643637502178751,0.00458123256056657,0.005914474548648979,0.008265251180625578,0.004801255826578372,0.004004432937541228,0.009614909989253937,0.004951377595910708,0.006729985439738449,0.007309674379933029,0.004797717446881557,0.004568788300617401
0.23288928938790163,0.009755124744971224,0.010812401832335254,0.012425042030052109,0.01237678862153463,0.009600575389983023,0.014334501642258794,0.011601080063077689,0.01544419057244513,0.01549029381032754,0.01526363958620148,0.013185359918517818
0.44296711471418027,0.010193628782803868,0.009980294134750085,0.012821704407991085,0.011167077004394392,0.009604538759483515,0.01370024764799342,0.009690830802169053,0.011604790854476462,0.01240371170086061,0.012473228138247494,0.010482251956171714
0.6991578337130588,0.02022695637356725,0.02531022815126956,0.03246184774550793,0.03134554401266655,0.02630528321617834,0.024231232273979064,0.02887871306785479,0.03726842968355936,0.041195685028047525,0.008329563528944046,0.009015631027708628
0.35201992890584866,0.009724602685143129,0.012380539643183948,0.008886390239735415,0.012081820143131245,0.014474775658854485,0.011604402255613986,0.010086377298266856,0.010116260264438471,0.011455588461757137,0.00818876253083375,0.007699266672389821
0.718954354667953,0.012187434832449065,0.015983392329196294,0.01410083778051972,0.014682082379832014,0.016931800297868907,0.018066899789520648,0.016155648694774226,0.016848134730571722,0.017421176584413584,0.010984452606483527,0.012996004460828629
0.5171830761526847,0.0120578493250465,0.013988191022968492,0.022647880054205455,0.02011106616138412,0.01337537190894453,0.02067571466072648,0.01799656079474725,0.023391790770860798,0.02579857883808798,0.019414451962739245,0.018506792632923482
0.5771481403440443,0.012130828917106425,0.012582217782830482,0.020627134348026623,0.012883217089132294,0.011518753758875839,0.02378944219123148,0.014897798167777896,0.021011925280751992,0.020048493153474584,0.016386946600343327,0.017126681404458884
